apple,apricot,avocado,banana,bilberry,blackberry,blackcurrant,blueberry,boysenberry,currant,cherry,cherimoya,cloudberry,coconut,cranberry,cucumber,damson,dragonfruit,durian,elderberry,feijoa,fig,gooseberry,grape,raisin,grapefruit,guava,honeyberry,huckleberry,jabuticaba,jackfruit,jambul,jujube,kiwano,kiwifruit,kumquat,lemon,lime,loquat,longan,lychee,mango,mangosteen,marionberry,melon,cantaloupe,honeydew,watermelon,mulberry,nectarine,nance,olive,orange,clementine,mandarine,tangerine,papaya,peach
0.14421,-0.59707,-0.88561,-0.65898,-0.26164,-0.11393,-0.41646,-0.56438,-0.68477,-0.53734,-0.1123,-0.26492,0.16046,-0.75925,-0.69242,-1.0261,-0.50187,-0.4958,-0.13298,-0.14329,-0.55976,-0.30827,-0.86261,-0.78524,-0.12723,-0.90618,-0.76075,-0.18855,-0.52874,-0.36937,-0.78381,-0.98244,-0.20113,-0.38911,-0.25045,-0.45193,-0.74394,-1.0123,-0.43719,-0.3688,-0.74445,-0.96166,-0.49095,0.29759,-0.93731,-0.57181,-0.75404,-0.78634,0.10539,-0.87533,0.12767,-0.72315,-0.6724,-0.322,-1.0743,-0.41749,-0.74226,-0.62052
-0.13303,-0.14181,-0.21089,-0.24178,-0.19572,-0.85756,0.36623,-0.55753,-0.37077,-0.4546,-0.3998,-0.24468,0.011131,0.1839,-0.19656,-0.44316,-0.34853,-0.089488,-0.035934,-0.070115,0.36941,-0.29342,-0.038927,-0.35517,-0.42472,0.22933,0.51071,-0.10892,-0.065208,0.036944,-0.37105,0.62226,-0.61813,-0.24786,0.23008,-0.072442,-0.50378,-0.050304,-0.078517,0.30851,0.093456,-0.61913,0.22224,-0.14994,-0.079153,0.016682,-0.22863,-0.20635,-0.38774,0.06486,0.21703,0.11066,-0.050229,-0.60547,0.25005,0.04044,-0.027435,0.087363
-0.51151,-0.70661,-0.70606,-0.09816,-0.45465,-0.47314,0.1014,-0.26164,0.30316,-0.31829,-0.022497,0.13157,0.27113,-0.587,-0.174,-0.60748,0.36789,0.31306,-0.013516,-0.72255,0.035226,0.16306,0.26341,-0.67339,-0.28663,-0.51879,-0.14552,-0.15662,-0.13733,-0.3895,-0.054311,0.42312,-0.5925,-0.21035,-0.17046,0.29914,-0.53834,-0.10448,-0.13072,-0.30325,-0.17608,-0.70731,-0.21961,-0.22616,-0.40169,-0.29361,0.0028154,0.057872,0.012759,-0.17639,0.0037957,-0.61325,-0.12767,-0.74331,0.18916,-0.22358,-0.26226,-0.20459
0.17999,-0.22921,-0.19508,0.16848,-0.23009,0.44532,-0.14083,-0.019612,0.089597,0.032271,0.012238,-0.31439,-0.505,0.09283,-0.28546,-0.093782,-0.44164,-0.45693,-0.21281,-0.58381,-0.27877,0.14833,-0.036229,-0.26099,0.25953,0.011893,-0.50404,-0.047614,0.0096641,0.23804,-0.14492,0.23537,-0.018255,-0.28403,-0.151,-0.16416,0.14176,-0.69512,-0.12784,0.012583,-0.032152,0.10838,-0.44853,-0.062996,0.026392,-0.37462,-0.20842,-0.078099,-0.012066,0.044926,-0.060684,-0.22769,-0.21621,-0.1638,-0.50805,-0.51098,-0.21044,0.14963
0.3797,-0.078372,-0.307,-0.0033796,-0.075564,0.58175,0.2963,-0.27453,0.40846,0.28411,0.32355,0.037109,-0.048679,-0.23038,-0.23146,-0.21913,-0.01226,0.50102,0.18547,0.2255,-0.0015047,0.22363,0.34377,0.033401,0.28186,0.047197,-0.0035517,-0.18182,0.51032,0.1696,0.093519,0.17393,0.83296,-0.36249,0.21976,0.22017,-0.088608,0.02093,0.28986,0.2483,0.058031,0.33973,0.20081,0.055683,0.017797,-0.47113,-0.25933,0.050056,0.28219,0.14497,0.12334,-0.061797,0.17167,0.65246,1.172,0.23257,-0.085966,0.39993
0.4578,0.082723,0.032807,0.2461,-0.13484,0.57779,0.098366,-0.046969,-0.14684,-0.23219,0.47392,0.19902,-0.52701,0.31049,-0.0014245,-0.23472,-0.2237,-0.079983,0.21996,0.28445,0.37269,0.27884,0.34727,0.070888,-0.0061855,-0.37272,0.22845,0.079287,0.38279,0.049838,0.18624,0.040565,0.0023005,-0.23315,0.035908,0.32719,0.14894,-0.054415,0.14802,0.39588,0.40765,0.17219,0.47474,0.067028,-0.17509,-0.30537,0.12626,-0.10965,0.66175,-0.18927,-0.59724,0.3288,0.0088055,-0.0643,-0.21034,-0.2547,-0.00020985,-0.17285
0.087309,0.49531,0.031548,-0.20394,0.59503,0.77948,0.4428,0.32726,0.40584,0.49041,0.51359,-0.18185,0.29991,-0.26746,0.55026,0.3642,0.61205,0.047102,-0.026331,0.51045,-0.47803,0.072393,0.18567,-0.23028,0.087008,0.055982,0.14458,-0.15494,0.0090517,-0.098103,-0.077286,0.33377,-0.27512,-0.1307,0.34189,0.0028672,-0.14023,0.18815,0.21536,0.18915,0.44171,-0.1846,-0.05446,0.53279,0.3448,0.10116,-0.60755,0.10196,0.65837,0.35176,0.1994,-0.13364,-0.048255,-0.081977,-0.3078,0.11409,-0.41739,0.703
0.32174,0.18177,0.42647,0.08698,0.68023,-0.068574,0.16983,0.45364,0.12925,-0.23334,0.097466,-0.50192,-0.012363,-0.38573,0.29202,-0.13756,0.13341,-0.42077,-0.056553,0.62395,0.30966,0.18388,0.16038,0.7009,0.23437,-0.11211,-0.14406,0.074455,-0.16566,0.44063,-0.27852,-0.042635,0.38103,0.083416,0.21411,0.032871,-0.1848,0.34649,0.66503,0.010057,-0.17965,0.29668,0.70907,0.14463,-0.30994,-0.43036,-0.46552,-0.17388,0.53162,-0.054878,-0.15077,0.73154,0.31251,-0.02064,0.35468,0.13848,-0.013907,0.27096
-0.55951,-0.2888,-0.52214,-0.63992,-0.22582,-0.34841,-0.21369,-0.55513,-0.32459,-0.22344,0.089326,-0.39293,0.20383,-0.55405,-0.43071,-0.68574,-0.23225,0.20341,-0.45261,-0.45603,-0.35326,0.0053342,-0.18949,-0.32945,-0.079256,0.052039,-0.4343,0.078657,0.23988,-0.18236,-0.1073,-0.20385,-0.51277,0.14587,-0.20106,-0.0060832,-0.65833,-0.47601,-0.25766,0.078472,-0.09778,-0.2656,-0.50508,-0.13721,-0.10688,-0.71283,-0.42398,-0.54492,-0.029016,-0.27815,-0.037078,-0.11825,0.11915,0.55495,-0.28746,-0.062322,-0.26642,-0.12963
0.14298,-0.32823,-0.24024,0.38903,-0.20049,-0.096675,-0.19935,-0.099417,0.43582,-0.2019,-0.22394,0.77229,0.87888,-0.16023,0.022088,-0.26389,0.39653,0.017334,0.38696,-0.41786,0.22051,-0.10155,0.24998,-0.65861,0.32894,-0.21243,0.20498,-0.233,0.13578,0.15158,0.48639,-0.49671,-0.19036,-0.078095,0.30543,0.056057,-0.3969,-0.59172,0.10797,0.31473,-0.089817,0.080313,0.16492,0.6452,-0.018413,0.44813,0.27262,-0.096213,-0.59737,0.12889,-0.085754,-0.83643,0.017006,-0.37663,-0.61454,-0.18257,-0.35175,0.23014
0.039831,0.54361,0.12716,-0.14433,1.0269,0.14834,0.11728,0.25825,0.050138,0.31982,0.09992,-0.31458,0.71581,-0.46675,0.61759,0.51964,-0.093164,0.27595,-0.95518,0.25693,-0.30745,-0.17603,0.50817,0.48637,0.19411,0.012482,0.30187,-0.089533,-0.20942,-0.22129,-0.72544,-0.053685,0.082882,0.15722,0.35752,0.22249,0.25429,0.2151,-0.021408,-0.012909,-0.031735,-0.084082,0.0066842,0.3786,0.29235,0.227,0.4478,-0.07403,-0.20277,0.13006,-0.059302,0.4966,0.31162,0.14838,0.36025,0.11436,0.29419,0.44956
-0.85904,0.12493,-0.072857,-0.45249,0.51348,-0.54518,0.63099,-0.33961,0.50497,0.35652,0.13116,0.48849,-0.60162,-0.54448,-0.004787,0.15208,0.029404,0.34699,0.18865,0.49982,0.12368,0.45372,-0.12099,0.33013,-0.22085,0.71381,0.16948,0.21775,-0.14659,0.012255,0.1582,0.15258,-0.041164,-0.18963,0.21363,0.0074602,0.21961,-0.16439,0.53857,0.50012,0.41398,-0.23344,0.26449,0.23731,-0.065137,0.35656,0.26473,-0.045231,-0.54855,0.32197,0.20928,-0.23997,-0.22289,-0.18097,0.48945,-0.048225,0.1851,-0.25467
-1.9187,-1.0876,-0.80096,-1.4115,-0.53808,-1.4255,-0.58259,-0.63877,-0.34308,-0.83215,-1.6167,0.39465,0.21845,-1.1722,-1.1816,-0.96282,0.15415,0.51619,0.30187,-0.16191,0.51672,-0.84497,-0.12278,-1.422,-0.81305,-1.1198,-0.33786,0.35255,-0.56802,0.30857,0.2296,0.21154,0.049522,0.57699,-0.38999,0.22647,-1.6325,-1.3464,0.096291,-0.0096129,-0.40826,-1.1809,-0.4175,0.49888,-0.7153,0.17846,-0.093947,-0.6418,-1.0248,-0.048727,0.16442,-1.5666,-2.1421,0.086344,0.10158,-0.67672,-0.67208,-1.0876
-0.63003,-0.30377,-0.4159,-0.20488,0.037206,0.40339,-0.0048758,0.010098,-0.43827,-0.65375,-0.039129,-0.6363,-0.33966,-0.16823,-0.25838,-0.18375,-0.25359,-0.42684,-0.43677,-0.098528,0.052329,-0.30443,-0.084403,-0.19332,-0.92498,0.18618,-0.25083,0.087776,0.060387,-0.24699,-0.2386,0.39171,-0.3879,0.028497,-0.19255,0.095132,-0.080929,-0.03757,-0.77,-0.49266,-0.31195,0.19287,-0.1522,0.23754,0.24054,-0.15332,0.0098021,0.094678,-0.5389,-0.071659,0.031787,-0.36836,-0.038969,0.24505,0.50425,0.22771,-0.4227,-0.11972
-0.084249,0.47136,0.42019,0.17764,0.4175,-0.18448,-0.10273,0.026419,-0.20039,0.50111,0.036401,-0.15952,-0.19751,0.21393,0.17457,0.54172,-0.34038,-0.25369,-0.07525,0.39362,0.28025,0.074888,0.12267,-0.081081,0.42809,0.55519,0.08907,-0.0038878,-0.15395,-0.21103,-0.11673,-0.11484,-0.049431,-0.069583,0.54782,0.39186,0.55986,0.088078,0.23424,-0.16528,-0.13601,-0.13496,0.030033,-0.24519,0.27465,0.73879,0.51208,0.12101,-0.2299,0.33201,-0.082914,0.52734,0.15562,0.51837,-0.27907,0.40389,0.1444,-0.019484
-0.51802,-0.030103,-0.023136,0.22216,-0.88832,-0.62885,-0.43695,-0.42371,-0.59703,-0.70563,-0.18809,0.034974,-0.73548,0.51446,-0.58605,-0.27967,-0.59849,-0.12626,0.42825,-0.60737,0.11907,-0.36597,-0.59835,-0.058016,-0.25331,-0.23987,0.42582,-0.15315,-0.434,0.39773,-0.037208,0.13897,-0.91885,0.088289,-0.28297,-0.12394,0.41805,-0.07304,-0.18349,0.4781,0.02456,0.07353,-0.30359,-0.1109,-0.074946,0.15782,0.069912,-0.11396,-0.27221,0.21436,-0.01575,0.43561,0.66367,0.10455,0.27897,-0.01938,0.06122,0.41626
-0.22741,0.49673,0.19602,-0.10551,-0.51787,-0.18016,-0.15635,-0.044512,-0.26366,-0.27754,0.17237,-0.23407,0.092877,0.72188,0.26548,-0.4512,0.029139,0.11451,0.34222,0.16262,0.76547,-0.080629,0.10801,0.25968,-0.24075,0.013141,0.15465,0.1652,-0.37122,0.082526,0.49987,0.41004,-0.071688,-0.037515,0.27218,0.40603,0.51189,0.37061,-0.27207,-0.10878,-0.11511,0.22455,-0.48895,-0.39911,-0.12193,-0.20717,-0.26681,-0.093379,0.39544,0.14425,-0.0043757,0.88191,0.76467,0.22854,0.55857,0.19178,0.41345,0.17549
-0.2332,-0.31142,-0.10091,-0.053247,-0.47835,-0.43782,0.26719,-0.37964,-0.048417,-0.45955,-0.45022,0.056532,0.049654,-0.21207,-0.57105,-0.062593,-0.10523,0.018535,0.46636,-0.5843,0.1091,0.12338,0.22612,-0.29338,-0.55337,-0.32812,-0.14736,-0.047539,0.17696,-0.2986,0.2157,0.04526,-0.033591,0.35542,0.55221,-0.15645,-0.40535,-0.21864,0.37027,-0.22175,-0.065483,-0.22306,0.011609,-0.017475,0.096341,-0.02276,-0.054688,-0.38823,-0.066253,0.29367,0.017658,-0.031388,-0.28734,-0.47963,-0.20585,-0.62521,-0.1899,-0.3506
0.59258,0.73531,1.3376,0.81683,0.92706,0.75064,1.4114,1.2403,1.2277,1.2672,0.87882,0.53288,0.32079,1.0653,0.96031,1.299,0.43868,0.36028,0.23328,0.84293,0.3878,0.44175,1.1281,0.45634,1.2479,0.70082,0.92314,0.38424,0.64717,-0.17096,0.60695,-0.086181,0.61591,-0.28345,0.97002,0.61588,1.061,1.402,0.058299,0.68491,1.0014,1.3265,0.55805,0.56519,0.65424,0.53922,0.73445,1.0432,0.19975,0.6843,0.049578,1.1267,0.83968,0.75138,0.26856,0.95829,1.0142,0.16489
-0.46912,-0.058855,-8.30E-05,-0.27014,-0.17564,0.00066674,0.00016385,-0.013937,0.36859,-0.27255,-0.35391,0.13662,0.035132,0.13127,0.080501,-0.45115,-0.33785,-0.31151,0.051227,-0.38827,-0.029115,-0.25055,0.24706,-0.33545,-0.18032,0.12001,-0.05484,0.054211,-0.17092,-0.12445,0.058313,0.19811,-0.52124,-0.14573,0.50311,-0.41519,-0.29816,0.29511,-0.25574,-0.49549,-0.2381,-0.21672,0.46332,-0.445,-0.45951,-0.15794,-0.68545,-0.2765,-0.30537,-0.21041,0.21897,-0.30138,0.035309,-0.3032,0.24856,-0.24588,-0.13997,-0.24168
-0.2366,-0.11286,-0.27526,-0.29657,0.63658,-0.26279,-0.0837,0.21629,0.084555,-0.2564,-0.13861,-0.10339,0.70633,0.21494,0.42015,0.38191,-0.45117,0.011619,-0.13985,0.071959,-0.07447,-0.10785,-0.17644,0.017273,-0.39037,0.1641,0.18164,0.36903,0.44559,-0.0088463,0.029253,0.11877,0.30359,-0.50971,-0.48182,0.27728,0.19671,0.046499,0.39041,0.045136,-0.12008,-0.195,0.3496,-0.38291,-0.49019,0.084321,0.14283,-0.012571,0.036239,-0.34527,-0.40847,0.33587,-0.18618,0.23743,0.22331,0.038034,0.20819,-0.37606
-0.1595,-0.54985,0.18587,-0.051288,-0.76722,0.053549,-0.23318,-0.23166,-0.22451,-0.81549,-0.12,-0.051882,-0.33841,-0.030861,-0.41191,0.028329,-0.24774,0.0042971,0.11674,-0.5316,0.13941,-0.19281,-0.23863,-0.35321,-0.24792,-0.71155,-0.025563,-0.30864,-0.10415,0.11429,0.37826,-0.34824,-0.35539,0.088423,0.1889,0.11838,-0.07977,-0.12843,-0.44351,-0.19747,-0.43906,0.15259,-0.47072,0.12511,0.0078819,-0.11886,-0.20315,-0.3265,-0.2627,-0.30332,0.071884,0.32711,0.024161,-0.024894,0.017257,-0.44334,-0.16635,-0.25084
0.01374,0.12005,-0.15743,-0.0076482,-0.17492,0.002726,0.32552,0.119,0.21579,0.30888,-0.62721,-0.032869,0.54476,-0.54211,0.13614,-0.18585,-0.31772,-0.15959,0.15141,-0.091947,0.027523,0.020269,0.47098,0.46939,0.63974,0.43157,0.15213,0.092163,0.7903,-0.19601,0.058178,-0.48838,-0.44516,0.29903,0.36858,0.083374,0.27371,0.058588,-0.20845,-0.037592,0.25344,-0.34931,-0.3008,-0.34834,0.32826,0.36805,0.68584,0.47772,-0.058583,-0.13922,0.66208,-0.48056,0.62571,-0.083252,-0.015459,0.32202,-0.28451,0.22782
0.662,0.49504,0.34611,-0.17044,-0.23139,1.0841,-0.03793,0.080425,0.24334,0.56741,0.14255,0.14173,0.69384,0.029298,-0.1392,0.17931,0.57298,-0.11254,-0.3354,0.25795,0.10018,0.24557,0.44393,-0.085754,-0.022517,0.21006,0.23105,0.19548,0.078133,0.21032,-0.48088,-0.15701,0.36766,-0.048047,0.39439,0.37348,0.59764,0.90984,-0.14044,-0.079979,-0.24291,0.98295,-0.55213,0.18799,0.36727,0.25394,0.29435,0.39242,0.025579,0.6752,-0.096164,0.051878,0.60901,0.067224,-0.23314,0.55607,0.24312,0.45498
-0.16065,-0.12295,-0.1414,-0.061693,0.026044,0.30191,-0.071356,0.17303,0.2522,0.0042416,-0.29364,-0.15144,-0.0057541,-0.063554,-0.061458,-0.29242,-0.10981,-0.096379,-0.022772,0.32858,-0.34171,-0.59873,0.13288,-0.62383,-0.47068,-0.17504,-0.13765,0.032329,-0.2167,-0.18149,0.12137,-0.014177,0.19549,-0.37004,-0.13304,0.085153,0.070651,-0.28842,-0.11237,-0.17151,0.2107,0.23584,-0.15206,0.26808,-0.10059,0.078192,-0.1988,0.21692,-0.584,-0.20691,0.22507,-0.13033,0.14764,-0.53854,-0.43105,0.39889,-0.13325,-0.13002
0.23638,0.48488,0.15281,0.093758,0.094265,0.32197,0.40308,0.36845,-0.048849,0.73762,0.12111,0.68549,0.35751,0.060543,0.39516,-0.37136,0.081653,0.29897,-0.014179,0.5341,0.63459,0.41092,0.7393,0.41922,0.66556,0.33657,0.4118,0.4635,0.31066,0.38721,-0.4868,-0.37288,0.52566,0.21282,-0.088212,0.27359,-0.11485,0.39214,0.57206,-0.20228,0.18563,0.086928,-0.1537,0.30776,-0.18106,-0.70773,-0.14907,0.29502,-0.17491,0.038514,-0.51534,-0.10248,0.0088599,0.12477,-0.0084802,0.034045,-0.075659,0.18949
0.14487,0.42287,-0.032922,-0.29336,0.62679,0.26193,0.09484,0.45778,-0.084391,0.024903,0.8156,0.052811,0.25808,0.041228,0.53915,0.28653,0.035569,0.04131,0.55132,0.48619,0.054315,-0.17692,-0.49356,0.39992,0.2741,0.60284,0.082756,-0.012697,0.053538,0.103,-0.017926,0.81928,-0.061279,-0.34874,-0.3142,0.3167,0.79883,0.64446,0.52908,0.62552,0.24814,0.38585,0.19434,-0.0059155,0.04552,0.28332,0.10539,0.075775,-0.06155,-0.047839,0.08194,0.49374,0.14528,0.28538,-0.18552,0.19746,0.3626,0.28975
0.22425,0.34038,0.00013182,-0.13495,0.05158,0.5532,0.23014,0.42241,0.50828,0.31156,0.056734,0.023434,0.46134,0.061591,0.26537,0.03547,0.29871,-0.097822,-0.037109,0.78071,-0.70399,0.073696,0.5905,0.4182,0.36349,0.32632,0.26194,-0.10658,0.3054,-0.21032,-0.27693,0.029362,0.33315,-0.039815,-0.29451,-0.027549,0.0068239,0.20312,-0.15418,0.23819,0.21479,-0.040005,-0.090163,-0.096941,0.71407,0.4694,0.64997,0.21121,-0.16116,0.3089,-0.15225,0.089445,0.28161,-0.14659,-0.38627,0.049538,0.0074429,0.3641
0.037138,0.67017,0.41144,0.76821,0.46883,-0.31222,0.35416,0.77847,0.51619,0.27122,0.36884,-0.059212,-0.42205,0.63351,0.76046,0.30169,-0.12517,-0.18519,0.29632,0.10481,0.24024,-0.060479,0.64285,0.21084,0.90634,-0.2576,0.62665,0.089823,0.72776,0.15936,0.12138,0.62016,0.12234,-0.076077,0.49977,0.11938,0.41879,0.37997,-0.11806,-0.041473,0.16322,0.20721,0.5469,0.52546,0.12286,0.57649,-0.053032,0.82209,0.3957,0.36379,-0.062944,0.25326,0.27242,0.10883,0.60718,-0.051193,0.53959,0.5057
0.22388,-0.020124,-0.10792,-0.10079,0.42342,-0.059808,-0.017922,0.2223,0.14879,-0.26647,0.050309,-0.0058915,-0.46363,-0.58343,0.24643,-0.0031629,0.14864,-0.3532,0.11872,0.25516,-0.55828,0.43958,0.47792,-0.019144,0.3297,-0.11045,-0.25257,-0.19195,0.43519,0.16385,-0.32605,0.4025,0.44358,0.2579,-0.55694,0.14888,0.054152,-0.39124,-0.26117,0.25753,-0.27262,-0.052143,-0.19706,-0.34849,-0.11947,-0.25055,-0.795,0.21407,0.1432,-0.044135,-0.053585,-0.044003,-0.20675,0.034539,0.24513,-0.42229,-0.3368,0.06737
-0.1399,-0.22512,-0.17009,-0.132,-0.20979,0.10036,0.13923,-0.082993,0.45127,0.16904,-0.045119,0.095874,0.10759,-0.44183,-0.26839,-0.15044,0.45459,0.2601,0.03371,0.21786,0.50764,-0.35379,-0.19077,0.22044,0.0012603,-0.44862,-0.071322,0.19888,-0.37493,0.34463,-0.17592,-0.0026042,0.096241,0.19407,-0.052495,0.23224,-0.17892,-0.14375,0.10257,0.33328,-0.20191,-0.026911,-0.78284,0.13084,0.0064838,-0.013877,0.004743,-0.047997,0.0014717,0.16543,-0.22434,0.15903,-0.24998,-0.20672,0.20283,-0.21087,-0.098669,-0.15601
0.49938,0.076897,-0.081938,0.38805,-0.60628,0.37484,-0.37499,0.16878,0.050114,0.28349,0.17362,0.57811,-0.20474,-0.19969,-0.14061,-0.17859,0.089421,0.24443,0.25088,-0.22669,0.25589,-0.12984,-0.084633,0.36105,0.18104,0.021559,0.12485,-0.044673,0.041446,-0.27402,-0.17946,-0.28777,-0.19788,-0.29883,-0.44883,-0.0047938,0.11195,-0.21537,-0.13876,0.29547,0.60511,0.13451,-0.36746,0.53712,0.47496,0.17145,0.024939,0.45803,0.36388,0.19509,0.013485,-0.3283,0.015558,0.22395,0.047431,0.25267,-0.16979,0.49474
0.54074,-0.0451,0.15564,0.13896,0.20596,0.84455,0.11942,0.11187,0.26848,0.20737,0.198,-0.19263,-0.043028,0.03428,-0.086297,0.32489,-0.24948,0.20358,0.47154,0.71282,0.0074375,0.11069,0.55554,0.38403,-0.25276,-0.50727,-0.12907,-0.14841,0.46636,-0.14737,-0.01313,0.28889,-0.060379,-0.20581,-0.30376,0.17925,-0.11623,-0.0021862,-0.40495,0.17764,0.27304,0.27872,0.29334,-0.030742,0.169,0.17776,0.17403,0.11674,0.27413,-0.03091,0.37441,0.35574,0.0052177,-0.068193,0.5049,0.12569,-0.1212,0.0083112
-0.45824,0.15341,-0.049597,-0.40665,0.28085,0.00016105,0.13888,0.033707,0.44556,0.47634,0.15718,0.33086,-0.039188,-0.4169,0.15451,-0.12182,0.069418,-0.35631,-0.039271,0.22259,-0.23208,-0.26378,0.25059,0.12091,-0.041641,-0.3944,-0.089654,-0.017486,0.36283,0.23326,-0.59758,-0.32351,0.20471,-0.086695,0.28709,-0.35604,-0.086357,-0.5395,0.10482,0.27428,-0.29511,-0.11869,0.24231,0.38989,-0.34488,0.24372,-0.32236,-0.22717,0.58159,-0.20234,-0.15762,0.02206,-0.60809,-0.060481,-0.41639,-0.28915,-0.24456,-0.31565
-0.42974,0.013088,-0.17595,0.023819,-0.25168,-0.0058618,-0.19376,0.085573,0.53909,-0.13126,0.11779,-0.50444,0.34887,0.33925,0.015397,-0.17806,0.020422,-0.12735,0.034092,-0.17103,-0.49791,-0.25155,-0.13729,-0.4979,0.56419,-0.29216,-0.37172,-0.052108,-0.236,-0.25485,-0.016346,0.21798,-0.26593,0.059357,-0.19476,-0.36582,-0.14159,0.2331,-0.14808,-0.37563,-0.46272,0.095051,-0.44429,0.24463,-0.091164,0.12868,0.0049066,-0.44704,0.078479,-0.18739,-0.069505,-0.13969,0.087528,-0.079218,0.11825,0.0073997,-0.28303,-0.40349
0.73608,0.53518,0.57078,-0.1217,0.33216,0.081482,-0.14126,0.50206,0.074677,0.089118,0.2909,0.20167,-0.019003,0.45322,0.88335,0.8568,0.16837,0.15417,-0.031917,0.6144,0.43823,0.55702,0.28211,0.38314,0.53568,-0.080773,0.24531,0.053944,0.26454,0.17804,0.054518,0.067139,0.48191,0.033863,-0.025424,0.75785,0.51629,0.18079,0.38765,0.64527,0.33564,0.24665,-0.41344,0.26482,0.44803,0.64839,0.38249,0.48845,-0.402,-0.092631,0.097366,0.45009,0.12994,-0.2616,-0.30561,-0.16574,0.28885,0.29407
-0.4731,0.10193,-0.33265,-0.18945,-0.27238,-0.47081,0.11685,-0.11441,-0.0032846,-0.2157,-0.059727,-0.74901,-0.6305,0.38962,-0.13656,-0.50508,-0.15277,0.036989,-0.052461,0.099177,-0.24393,0.1675,0.024234,-0.29432,-0.14433,-0.23042,-0.44316,-0.031848,-0.4239,-0.066794,-0.35004,-0.28922,-0.54931,0.042173,-0.10052,0.2491,-0.040712,0.038107,-0.48921,-0.28507,0.067855,-0.18655,-0.3388,0.02883,-0.60237,-0.064711,0.10801,-0.065224,0.095972,-0.57375,-0.64566,0.063651,-0.11986,0.048991,0.030509,-0.082011,-0.46001,-0.44834
0.15475,-0.27707,-0.21806,-0.21812,0.37425,-0.088871,-0.018422,-0.014265,-0.19778,-0.22529,-0.31909,0.14515,0.36489,0.12472,0.060159,0.00023039,0.0056514,0.20444,-0.22378,0.29848,0.14682,-0.21209,0.22745,0.056687,0.32731,-0.30741,-0.16535,-0.089738,0.23796,0.19185,-0.04271,-0.11647,-0.29637,-0.076399,-0.44436,-0.05983,-0.045229,-0.15645,-0.47672,0.029407,-0.062648,-0.12652,0.095315,-0.30046,-0.54803,-0.40383,-0.40112,-0.077195,-0.31736,-0.16489,-0.48177,-0.037802,-0.084083,0.36773,-0.7322,-0.40016,-0.38883,-0.23304
-0.19962,-0.13423,-0.62241,-0.20463,-0.16636,0.35234,-0.14779,-0.23251,0.43212,0.2768,-0.17233,0.025663,-0.28118,0.0037926,-0.53233,-0.16884,0.065388,-0.12811,-0.52876,0.22579,-0.96376,0.26323,0.016839,-0.22113,-0.40944,-0.13557,-0.96819,-0.33148,-0.042617,0.050828,-0.78792,-0.2732,0.071741,0.01039,-0.52863,-0.1851,0.23145,0.1821,-0.14561,-0.67861,-0.58726,-0.53283,-0.46413,0.27374,-0.28812,-0.49311,-0.29082,-0.1789,-0.32586,0.13299,0.38477,-0.013539,0.13226,0.076104,0.14822,-0.41057,-0.53131,0.11711
0.71775,0.020945,-0.19193,0.40534,0.72355,0.42594,0.53917,0.19266,0.50738,-0.086974,0.32762,0.19039,-0.11245,-0.00053629,-0.03317,0.10923,0.055088,0.14772,0.84853,-0.11284,0.27075,-0.4635,0.13039,-0.17497,0.14183,0.14134,0.56481,-0.28396,0.31588,0.40245,0.32373,0.41037,0.28573,0.41657,-0.15343,0.15693,-0.060068,-0.24482,0.61903,0.83699,0.74198,0.61129,0.18981,0.55158,0.17195,0.21046,-0.15216,0.24222,-0.029226,0.20103,0.32837,-0.37239,-0.030576,0.04144,0.49402,0.23547,0.72752,0.33275
-0.070175,-0.26806,-0.14826,0.2529,0.25712,0.25291,0.49692,0.27801,-0.077051,0.57509,0.19705,-0.12751,1.3185,-0.027176,0.25627,0.22832,0.19213,0.01112,0.098286,0.25785,-0.25786,-0.16998,0.59297,-0.62054,0.16192,-0.1668,0.070438,0.12704,0.7113,0.080005,-0.30433,0.096984,-0.0079407,0.012749,-0.14815,0.22757,0.59896,0.47085,0.36162,0.24027,0.38261,-0.054399,-0.06662,0.017052,-0.14228,-0.18719,0.5174,-0.30306,0.21106,0.045747,-0.17098,-0.66501,-0.02301,0.17093,-0.75261,-0.081036,-0.27754,0.054894
0.64532,0.63731,0.45694,0.3665,0.18821,0.37673,0.74589,0.55854,0.44783,0.75479,0.50012,-0.026436,0.31735,0.12715,0.71921,0.54834,0.28562,0.09817,0.062161,0.23353,-0.033616,0.10635,0.53352,0.84646,0.49799,1.0167,0.53264,0.48424,-0.067152,-0.22572,-0.32072,-0.09298,0.44224,0.092928,0.77912,0.26061,0.7738,0.014303,0.71785,0.013829,0.58899,0.20961,0.19482,0.13939,0.57668,0.59617,0.8368,0.41196,0.3823,0.47809,-0.31548,0.48722,0.35244,0.65122,0.39193,0.53232,0.30285,0.57335
-0.36749,-0.35005,-0.44682,-0.2444,0.90019,-0.04047,-0.017026,0.19283,-0.52421,0.23413,-0.24024,-0.10738,0.20368,-0.32982,0.26644,-0.24022,-0.068812,-0.23523,-0.025865,0.66915,0.12491,-0.31363,-0.18619,0.24506,0.12173,-0.47843,-0.39506,-0.15138,0.50038,0.05874,-0.23432,0.31204,0.33351,-0.45998,-0.11414,-0.3207,-0.40134,-0.45108,-0.0054698,0.00085203,-0.044056,-0.49605,0.56918,0.2235,-0.17288,0.13102,-0.56536,-0.23379,-0.43359,-0.36416,-0.14962,-0.58879,-0.44604,0.057839,-0.30261,-0.20183,-0.36833,-0.19254
